"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra pagina OpenCart","Flujo de compra completo en OpenCart","SUCCESS","2025-11-17T13:33:54.9116083-05:00[America/Guayaquil]","0.0","21.3"
