"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra pagina OpenCart","Flujo de compra completo en OpenCart","SUCCESS","2025-11-11T12:13:20.3586793-05:00[America/Guayaquil]","0.0","26.05"
